month,time,taxa,abundance
Jul-02,67,Polycha,52.4
Jul-02,67,Nematom,209.6
Aug-02,68,Ceratop,524
Aug-02,68,Xestoch,157.2
Aug-02,68,Tanytar,628.8
Aug-02,68,Chirono,733.6
Aug-02,68,Ortochl,104.8
Aug-02,68,Tanypod,890.8
Aug-02,68,Oligoch,157.2
Aug-02,68,Hyrudin,52.4
Aug-02,68,Polycha,104.8
Aug-02,68,Nematom,52.4
Aug-02,68,Copepod,52.4
Set-2002,69,Farrode,157.2
Set-2002,69,Epigomp,52.4
Set-2002,69,Hexacyl,52.4
Set-2002,69,Banyall,157.2
Set-2002,69,Macronema,104.8
Set-2002,69,Ceratop,890.8
Set-2002,69,Xestoch,209.6
Set-2002,69,Tanytar,838.4
Set-2002,69,Chirono,3091.6
Set-2002,69,Ortochl,314.4
Set-2002,69,Tanypod,1257.6
Set-2002,69,Oligoch,314.4
Set-2002,69,Polycha,52.4
Set-2002,69,Nematom,157.2
Oct-02,70,Hexacyl,262
Oct-02,70,Banyall,104.8
Oct-02,70,Marilia,104.8
Oct-02,70,Nectops,52.4
Oct-02,70,Ceratop,524
Oct-02,70,Xestoch,262
Oct-02,70,Tanytar,1257.6
Oct-02,70,Chirono,2305.6
Oct-02,70,Ortochl,209.6
Oct-02,70,Tanypod,1938.8
Oct-02,70,Oligoch,419.2
Oct-02,70,Nematom,209.6
Nov-02,71,Epigomp,52.4
Nov-02,71,Hexacyl,157.2
Nov-02,71,Banyall,52.4
Nov-02,71,Ceratop,209.6
Nov-02,71,Tanytar,1257.6
Nov-02,71,Chirono,838.4
Nov-02,71,Ortochl,995.6
Nov-02,71,Tanypod,995.6
Nov-02,71,Oligoch,262
Nov-02,71,Polycha,157.2
Dec-02,72,Farrode,262
Dec-02,72,Hetera,52.4
Dec-02,72,Argia,52.4
Dec-02,72,Epigomp,157.2
Dec-02,72,Hexacyl,366.8
Dec-02,72,Sialis ,52.4
Dec-02,72,Banyall,262
Dec-02,72,Macronema,52.4
Dec-02,72,Hexatom,104.8
Dec-02,72,Ceratop,1572
Dec-02,72,Xestoch,262
Dec-02,72,Tanytar,681.2
Dec-02,72,Chirono,2096
Dec-02,72,Ortochl,681.2
Dec-02,72,Tanypod,1152.8
Dec-02,72,Oligoch,209.6
Dec-02,72,Nematom,52.4
Jan-03,73,Farrode,471.6
Jan-03,73,Libellul,52.4
Jan-03,73,Argia,52.4
Jan-03,73,Perissol,104.8
Jan-03,73,Epigomp,104.8
Jan-03,73,Hexacyl,209.6
Jan-03,73,Macronema,104.8
Jan-03,73,Oecetis,52.4
Jan-03,73,Ceratop,2043.6
Jan-03,73,Xestoch,157.2
Jan-03,73,Tanytar,2882
Jan-03,73,Chirono,2462.8
Jan-03,73,Ortochl,11685.2
Jan-03,73,Tanypod,2358
Jan-03,73,Neoplas,52.4
Jan-03,73,Acari,52.4
Jan-03,73,Oligoch,104.8
Jan-03,73,Polycha,262
Jan-03,73,Nematom,104.8
Jan-03,73,Copepod,157.2
Jan-03,73,Collemb,52.4
Feb-03,74,Farrode,52.4
Feb-03,74,Erpeto,52.4
Feb-03,74,Coleopt,52.4
Feb-03,74,Xestoch,52.4
Feb-03,74,Tanytar,1729.2
Feb-03,74,Chirono,1152.8
Feb-03,74,Ortochl,157.2
Feb-03,74,Tanypod,628.8
Mar-03,75,Baetid,52.4
Mar-03,75,Hexacyl,262
Mar-03,75,Nectops,52.4
Mar-03,75,Triplec,52.4
Mar-03,75,Ceratop,262
Mar-03,75,Xestoch,52.4
Mar-03,75,Tanytar,20226.4
Mar-03,75,Chirono,3248.8
Mar-03,75,Ortochl,52.4
Mar-03,75,Tanypod,2724.8
Mar-03,75,Acari,52.4
Mar-03,75,Hyrudin,52.4
Mar-03,75,Polycha,52.4
Apr-2003,76,Hexacyl,104.8
Apr-2003,76,Ceratop,209.6
Apr-2003,76,Tanytar,5135.2
Apr-2003,76,Chirono,3406
Apr-2003,76,Tanypod,1100.4
Apr-2003,76,Acari,52.4
May-03,77,Calliba,104.8
May-03,77,Hexacyl,366.8
May-03,77,Macronema,104.8
May-03,77,Nectops,52.4
May-03,77,Ceratop,314.4
May-03,77,Xestoch,52.4
May-03,77,Tanytar,7755.2
May-03,77,Chirono,6183.2
May-03,77,Ortochl,104.8
May-03,77,Tanypod,2253.2
May-03,77,Acari,157.2
May-03,77,Hyrudin,52.4
Jun-03,78,Hexacyl,104.8
Jun-03,78,Culici,52.4
Jun-03,78,Ceratop,52.4
Jun-03,78,Tanytar,2253.2
Jun-03,78,Chirono,4139.6
Jun-03,78,Ortochl,52.4
Jun-03,78,Tanypod,995.6
Jul-03,79,Caenis,52.4
Jul-03,79,Thraulodes,52.4
Jul-03,79,Anacron,52.4
Jul-03,79,Epigomp,52.4
Jul-03,79,Phyllog,52.4
Jul-03,79,Hexacyl,104.8
Jul-03,79,Macronema,157.2
Jul-03,79,Tipuli,52.4
Jul-03,79,Simuli,157.2
Jul-03,79,Ceratop,419.2
Jul-03,79,Tanytar,995.6
Jul-03,79,Chirono,2462.8
Jul-03,79,Ortochl,104.8
Jul-03,79,Tanypod,1100.4
Jul-03,79,Polycha,52.4
Aug-03,80,Epigomp,104.8
Aug-03,80,Hexacyl,419.2
Aug-03,80,Nectops,52.4
Aug-03,80,Tipuli,262
Aug-03,80,Ceratop,681.2
Aug-03,80,Xestoch,52.4
Aug-03,80,Tanytar,419.2
Aug-03,80,Chirono,1048
Aug-03,80,Tanypod,628.8
Aug-03,80,Polycha,52.4
Set-2003,81,Calliba,52.4
Set-2003,81,Farrode,52.4
Set-2003,81,Libellul,52.4
Set-2003,81,Phyllog,209.6
Set-2003,81,Hexacyl,628.8
Set-2003,81,Oecetis,104.8
Set-2003,81,Tipuli,52.4
Set-2003,81,Ceratop,890.8
Set-2003,81,Xestoch,52.4
Set-2003,81,Tanytar,2462.8
Set-2003,81,Chirono,1519.6
Set-2003,81,Ortochl,262
Set-2003,81,Tanypod,838.4
Set-2003,81,Acari,52.4
Oct-03,82,Ceratop,471.6
Oct-03,82,Xestoch,52.4
Oct-03,82,Tanytar,262
Oct-03,82,Chirono,366.8
Oct-03,82,Ortochl,52.4
Oct-03,82,Tanypod,157.2
Oct-03,82,Hyrudin,52.4
Oct-03,82,Nematom,52.4
Nov-03,83,Farrode,104.8
Nov-03,83,Hexacyl,157.2
Nov-03,83,Macrelm,52.4
Nov-03,83,Gyrete ,52.4
Nov-03,83,Phylloi,52.4
Nov-03,83,Smicri ,52.4
Nov-03,83,Triplec,104.8
Nov-03,83,Tipuli,209.6
Nov-03,83,Hexatom,52.4
Nov-03,83,Ceratop,1781.6
Nov-03,83,Tanytar,5711.6
Nov-03,83,Chirono,2305.6
Nov-03,83,Ortochl,1938.8
Nov-03,83,Tanypod,943.2
Nov-03,83,Chrysop,52.4
Nov-03,83,Acari,52.4
Nov-03,83,Oligoch,52.4
Dec-03,84,Hetera,52.4
Dec-03,84,Hexacyl,104.8
Dec-03,84,Macronema,52.4
Dec-03,84,Tipuli,314.4
Dec-03,84,Ceratop,838.4
Dec-03,84,Xestoch,209.6
Dec-03,84,Tanytar,2620
Dec-03,84,Chirono,2934.4
Dec-03,84,Ortochl,733.6
Dec-03,84,Tanypod,943.2
Dec-03,84,Acari,104.8
Jan-04,85,Hexacyl,52.4
Jan-04,85,Macronema,52.4
Jan-04,85,Triplec,262
Jan-04,85,Tipuli,157.2
Jan-04,85,Hexatom,52.4
Jan-04,85,Ceratop,681.2
Jan-04,85,Xestoch,52.4
Jan-04,85,Tanytar,1729.2
Jan-04,85,Chirono,733.6
Jan-04,85,Ortochl,471.6
Jan-04,85,Tanypod,943.2
Jan-04,85,Oligoch,52.4
Feb-04,86,Farrode,157.2
Feb-04,86,Epigomp,52.4
Feb-04,86,Progomp,52.4
Feb-04,86,Hexacyl,104.8
Feb-04,86,Xenelm,52.4
Feb-04,86,Coleopt,104.8
Feb-04,86,Banyall,104.8
Feb-04,86,Macronema,52.4
Feb-04,86,Triplec,104.8
Feb-04,86,Tipuli,104.8
Feb-04,86,Ceratop,628.8
Feb-04,86,Xestoch,209.6
Feb-04,86,Tanytar,471.6
Feb-04,86,Chirono,1100.4
Feb-04,86,Ortochl,262
Feb-04,86,Tanypod,1572
Feb-04,86,Acari,52.4
Feb-04,86,Polycha,104.8
Feb-04,86,Collemb,52.4
May-04,87,Hexacyl,52.4
May-04,87,Coleopt,52.4
May-04,87,Ceratop,366.8
May-04,87,Xestoch,104.8
May-04,87,Tanytar,524
May-04,87,Chirono,1048
May-04,87,Ortochl,419.2
May-04,87,Tanypod,628.8
May-04,87,Oligoch,52.4
Set-2004,88,Farrode,104.8
Set-2004,88,Epigomp,314.4
Set-2004,88,Heterel,52.4
Set-2004,88,Hexacyl,52.4
Set-2004,88,Tipuli,52.4
Set-2004,88,Ceratop,157.2
Set-2004,88,Xestoch,52.4
Set-2004,88,Tanytar,314.4
Set-2004,88,Chirono,733.6
Set-2004,88,Ortochl,52.4
Set-2004,88,Tanypod,786
Set-2004,88,Acari,52.4
Set-2004,88,Sphaeri,52.4
Set-2004,88,Hyrudin,104.8
Set-2004,88,Nematom,52.4
Feb-05,89,Anacron,52.4
Feb-05,89,Epigomp,52.4
Feb-05,89,Hexacyl,157.2
Feb-05,89,Tipuli,52.4
Feb-05,89,Simuli,52.4
Feb-05,89,Xestoch,104.8
Feb-05,89,Tanytar,786
Feb-05,89,Chirono,1257.6
Feb-05,89,Ortochl,209.6
Feb-05,89,Tanypod,1152.8
Feb-05,89,Oligoch,157.2
Feb-05,89,Polycha,104.8
May-05,90,Libellul,52.4
May-05,90,Perissol,52.4
May-05,90,Agriog ,52.4
May-05,90,Hexacyl,104.8
May-05,90,Marilia,104.8
May-05,90,Triplec,52.4
May-05,90,Tipuli,157.2
May-05,90,Ceratop,262
May-05,90,Xestoch,52.4
May-05,90,Tanytar,6288
May-05,90,Chirono,7702.8
May-05,90,Ortochl,104.8
May-05,90,Tanypod,1729.2
May-05,90,Oligoch,52.4
May-05,90,Hyrudin,52.4
Set-2005,91,Farrode,52.4
Set-2005,91,Phyllog,157.2
Set-2005,91,Progomp,52.4
Set-2005,91,Hexacyl,209.6
Set-2005,91,Macronema,52.4
Set-2005,91,Ceratop,628.8
Set-2005,91,Tanytar,1152.8
Set-2005,91,Chirono,1362.4
Set-2005,91,Ortochl,52.4
Set-2005,91,Tanypod,943.2
Set-2005,91,Clognia,52.4
Feb-06,92,Farrode,157.2
Feb-06,92,Coenagr,52.4
Feb-06,92,Epigomp,157.2
Feb-06,92,Hexacyl,52.4
Feb-06,92,Macronema,104.8
Feb-06,92,Nectops,157.2
Feb-06,92,Tipuli,52.4
Feb-06,92,Hexatom,157.2
Feb-06,92,Ceratop,786
Feb-06,92,Xestoch,104.8
Feb-06,92,Tanytar,628.8
Feb-06,92,Chirono,995.6
Feb-06,92,Ortochl,104.8
Feb-06,92,Tanypod,4611.2
Feb-06,92,Oligoch,52.4
May-06,93,Coleopt,52.4
May-06,93,Macronema,52.4
May-06,93,Ceratop,262
May-06,93,Xestoch,52.4
May-06,93,Tanytar,1362.4
May-06,93,Chirono,3615.6
May-06,93,Ortochl,104.8
May-06,93,Tanypod,1624.4
May-06,93,Hyrudin,104.8
Set-2006,94,Farrode,52.4
Set-2006,94,Epigomp,52.4
Set-2006,94,Hexacyl,52.4
Set-2006,94,Tipuli,209.6
Set-2006,94,Ceratop,209.6
Set-2006,94,Xestoch,52.4
Set-2006,94,Tanytar,733.6
Set-2006,94,Chirono,995.6
Set-2006,94,Ortochl,314.4
Set-2006,94,Tanypod,1991.2
Set-2006,94,Oligoch,52.4
Feb-07,95,Farrode,104.8
Feb-07,95,Hexacyl,104.8
Feb-07,95,Banyall,52.4
Feb-07,95,Nectops,52.4
Feb-07,95,Ceratop,262
Feb-07,95,Xestoch,209.6
Feb-07,95,Tanytar,3248.8
Feb-07,95,Chirono,3563.2
Feb-07,95,Ortochl,1048
Feb-07,95,Tanypod,1991.2
Feb-07,95,Oligoch,52.4
Feb-07,95,Hyrudin,52.4
May-07,96,Farrode,104.8
May-07,96,Epigomp,52.4
May-07,96,Desmog ,52.4
May-07,96,Agriog ,104.8
May-07,96,Hexacyl,209.6
May-07,96,Phylloi,52.4
May-07,96,Triplec,52.4
May-07,96,Ceratop,366.8
May-07,96,Tanytar,943.2
May-07,96,Chirono,1781.6
May-07,96,Ortochl,157.2
May-07,96,Tanypod,2672.4
May-07,96,Oligoch,104.8
Set-2007,97,Epigomp,104.8
Set-2007,97,Ceratop,104.8
Set-2007,97,Xestoch,104.8
Set-2007,97,Chirono,890.8
Set-2007,97,Ortochl,52.4
Set-2007,97,Tanypod,786
Set-2007,97,Oligoch,104.8
Set-2007,97,Hyrudin,838.4
Feb-08,98,Hexacyl,104.8
Feb-08,98,Tipuli,209.6
Feb-08,98,Ceratop,419.2
Feb-08,98,Tanytar,576.4
Feb-08,98,Chirono,995.6
Feb-08,98,Ortochl,52.4
Feb-08,98,Tanypod,628.8
Feb-08,98,Oligoch,104.8
Feb-08,98,Polycha,104.8
Feb-08,98,Nematom,262
May-08,99,Farrode,52.4
May-08,99,Epigomp,52.4
May-08,99,Phyllog,157.2
May-08,99,Gyrete ,52.4
May-08,99,Phylloi,104.8
May-08,99,Macronema,52.4
May-08,99,Tipuli,52.4
May-08,99,Molophilos,52.4
May-08,99,Ceratop,471.6
May-08,99,Tanytar,1572
May-08,99,Chirono,1886.4
May-08,99,Ortochl,209.6
May-08,99,Tanypod,2043.6
May-08,99,Ephydridae,52.4
May-08,99,Oligoch,366.8
May-08,99,Hyrudin,52.4
Set-2008,100,Farrode,52.4
Set-2008,100,Epigomp,104.8
Set-2008,100,Hexacyl,157.2
Set-2008,100,Phylloi,52.4
Set-2008,100,Ceratop,419.2
Set-2008,100,Xestoch,52.4
Set-2008,100,Tanytar,2410.4
Set-2008,100,Chirono,3196.4
Set-2008,100,Tanypod,733.6
Set-2008,100,Oligoch,104.8
Set-2008,100,Hyrudin,471.6
Set-2008,100,Nematom,52.4
Feb-09,101,Ceratop,52.4
Feb-09,101,Xestoch,52.4
Feb-09,101,Tanytar,366.8
Feb-09,101,Chirono,1205.2
Feb-09,101,Tanypod,366.8
Feb-09,101,Oligoch,104.8
Feb-09,101,Nematom,104.8
May-09,102,Hexacyl,262
May-09,102,Macronema,471.6
May-09,102,Triplec,157.2
May-09,102,Ceratop,1467.2
May-09,102,Xestoch,104.8
May-09,102,Tanytar,681.2
May-09,102,Chirono,2043.6
May-09,102,Ortochl,52.4
May-09,102,Tanypod,2148.4
May-09,102,Chrysop,104.8
May-09,102,Oligoch,104.8
May-09,102,Copepod,52.4
Set-2009,103,Ceratop,104.8
Set-2009,103,Tanytar,104.8
Set-2009,103,Chirono,157.2
Set-2009,103,Tanypod,209.6
Set-2009,103,Chrysop,104.8
Feb-10,104,Desmog ,52.4
Feb-10,104,Hexacyl,104.8
Feb-10,104,Neoelmi,52.4
Feb-10,104,Phylloi,104.8
Feb-10,104,Macronema,52.4
Feb-10,104,Ceratop,209.6
Feb-10,104,Tanytar,314.4
Feb-10,104,Chirono,419.2
Feb-10,104,Ortochl,52.4
Feb-10,104,Tanypod,890.8
May-10,105,Hexacyl,52.4
May-10,105,Ceratop,209.6
May-10,105,Chirono,366.8
May-10,105,Tanypod,314.4
May-10,105,Oligoch,104.8
May-10,105,Hyrudin,52.4
Set-2010,106,Chirono,52.4
Feb-11,107,Leptohy,52.4
Feb-11,107,Tipuli,52.4
Feb-11,107,Ceratop,314.4
Feb-11,107,Tanytar,52.4
Feb-11,107,Chirono,1572
Feb-11,107,Ortochl,104.8
Feb-11,107,Tanypod,1310
Feb-11,107,Platyhe,104.8
Feb-11,107,Oligoch,104.8
Feb-11,107,Nematom,209.6
Feb-11,107,Copepod,262
May-11,108,Hexacyl,52.4
May-11,108,Sthaphyli,52.4
May-11,108,Xestoch,52.4
May-11,108,Tanytar,262
May-11,108,Chirono,419.2
May-11,108,Tanypod,576.4
Set-2011,109,Farrode,52.4
Set-2011,109,Macronema,52.4
Set-2011,109,Ceratop,157.2
Set-2011,109,Tanytar,157.2
Set-2011,109,Chirono,157.2
Set-2011,109,Tanypod,209.6
Set-2011,109,Hemerodr,52.4
Set-2011,109,Chrysop,52.4
Feb-12,110,Farrode,104.8
Feb-12,110,Heterel,52.4
Feb-12,110,Scirtidae,52.4
Feb-12,110,Phylloi,52.4
Feb-12,110,Macronema,157.2
Feb-12,110,Triplec,104.8
Feb-12,110,Ceratop,576.4
Feb-12,110,Xestoch,52.4
Feb-12,110,Tanytar,2829.6
Feb-12,110,Chirono,262
Feb-12,110,Tanypod,733.6
Feb-12,110,Nematom,52.4
May-12,111,Leptohy,52.4
May-12,111,Epigomp,52.4
May-12,111,Ceratop,104.8
May-12,111,Chirono,157.2
May-12,111,Tanypod,52.4
Set-2012,112,Farrode,104.8
Set-2012,112,Thraulodes,104.8
Set-2012,112,Anacron,104.8
Set-2012,112,Hexacyl,52.4
Set-2012,112,Macronema,157.2
Set-2012,112,Smicri ,262
Set-2012,112,Chimarr,157.2
Set-2012,112,Tipuli,52.4
Set-2012,112,Simuli,52.4
Set-2012,112,Ceratop,1152.8
Set-2012,112,Xestoch,209.6
Set-2012,112,Tanytar,366.8
Set-2012,112,Chirono,1362.4
Set-2012,112,Tanypod,471.6
Set-2012,112,Oligoch,104.8
Feb-13,113,Ceratop,104.8
Feb-13,113,Tanytar,157.2
Feb-13,113,Chirono,209.6
Feb-13,113,Tanypod,262
Feb-13,113,Acari,104.8
May-13,114,Macronema,52.4
May-13,114,Ceratop,471.6
May-13,114,Tanytar,262
May-13,114,Chirono,419.2
May-13,114,Tanypod,314.4
May-13,114,Oligoch,104.8
May-13,114,Collemb,52.4
Set-2013,115,Baetid,52.4
Set-2013,115,Libellul,52.4
Set-2013,115,Hexacyl,157.2
Set-2013,115,Phylloi,52.4
Set-2013,115,Macronema,104.8
Set-2013,115,Triplec,52.4
Set-2013,115,Ceratop,314.4
Set-2013,115,Xestoch,52.4
Set-2013,115,Tanytar,1205.2
Set-2013,115,Chirono,366.8
Set-2013,115,Tanypod,628.8
Set-2013,115,Oligoch,104.8
Feb-14,116,Ceratop,104.8
Feb-14,116,Xestoch,52.4
Feb-14,116,Tanytar,262
Feb-14,116,Chirono,52.4
Feb-14,116,Tanypod,157.2
May-14,117,Hexacyl,52.4
May-14,117,Ceratop,52.4
May-14,117,Tanytar,209.6
May-14,117,Chirono,262
May-14,117,Tanypod,157.2
May-14,117,Collemb,52.4
Feb-15,118,Xestoch,52.4
Feb-15,118,Chirono,157.2
Feb-15,118,Hyrudin,104.8
May-15,119,Molophilos,52.4
May-15,119,Ceratop,52.4
May-15,119,Tanytar,104.8
May-15,119,Chirono,209.6
May-15,119,Tanypod,104.8
Set-20015,120,Ceratop,52.4
Set-20015,120,Chirono,157.2
Set-20015,120,Tanypod,157.2
Feb-16,121,Tipuli,52.4
Feb-16,121,Ceratop,209.6
Feb-16,121,Xestoch,52.4
Feb-16,121,Tanytar,52.4
Feb-16,121,Chirono,262
Feb-16,121,Tanypod,314.4
Feb-16,121,Oligoch,52.4
May-16,122,Tipuli,52.4
May-16,122,Chirono,104.8
May-16,122,Tanypod,104.8
May-16,122,Oligoch,52.4
Set-2016,123,Hexacyl,52.4
Set-2016,123,Hexatom,104.8
Set-2016,123,Ceratop,157.2
Set-2016,123,Chirono,209.6
Set-2016,123,Tanypod,157.2
Set-2016,123,Oligoch,52.4
